"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit"
"benchmarks.jmh.BenchmarkGAPlatform.benchmarkSelecaoTorneio","avgt",1,5,"1210,517075","518,684840","ms/op"
